キーワード,日付と時刻,ソース,イベント ID,タスクのカテゴリ
成功の監査,2019/11/07 15:33:02,Microsoft-Windows-Security-Auditing,4624,ログオン,"アカウントが正常にログオンしました。

サブジェクト:
	セキュリティ ID:		NULL SID
	アカウント名:		-
	アカウント ドメイン:		-
	ログオン ID:		0x0

ログオン タイプ:			3

新しいログオン:
	セキュリティ ID:		EXAMPLE\WIN10_64JP_11$
	アカウント名:		WIN10_64JP_11$
	アカウント ドメイン:		EXAMPLE
	ログオン ID:		0x6c76e
	ログオン GUID:		{23C791A2-B0C0-D723-0C99-1FE40DA0C629}

プロセス情報:
	プロセス ID:		0x0
	プロセス名:		-

ネットワーク情報:
	ワークステーション名:	
	ソース ネットワーク アドレス:	192.168.16.111
	ソース ポート:		52319

詳細な認証情報:
	ログオン プロセス:		Kerberos
	認証パッケージ:	Kerberos
	移行されたサービス:	-
	パッケージ名 (NTLM のみ):	-
	キーの長さ:		0

このイベントは、ログオン セッションの作成時に生成されます。このイベントは、アクセス先のコンピュータで生成されます。

サブジェクトのフィールドは、ログオンを要求したローカル システム上のアカウントを示します。これはサーバー サービスなどのサービスまたは Winlogon.exe や Services.exe などのローカル プロセスであることが最も一般的です。

ログオン タイプのフィールドは、発生したログオンの種類を示します。最も一般的なタイプは、2 (対話型) と 3 (ネットワーク) です。

新しいログオンのフィールドは、新しいログオンを作成するアカウント、つまりログオン先のアカウントを示します。

ネットワークのフィールドは、リモート ログオン要求の送信元を示します。ワークステーション名は常に表示されるとは限らず、場合によっては空白のままであることがあります。

認証情報のフィールドは、この特定のログオン要求に関する詳細情報を示します。
	- ログオン GUID は、このイベントを KDC イベントに関連付ける場合に使用できる一意の識別子です。
	- 移行されたサービスは、このログオン要求に関与した中間サービスを示します。
	- パッケージ名は、NTLM プロトコルのうち使用されたサブプロトコルを示します。
	- キーの長さは、生成されたセッション キーの長さを示します。これは、セッション キーが要求されなかった場合は 0 になります。"
成功の監査,2019/11/07 15:33:01,Microsoft-Windows-Security-Auditing,5156,フィルタリング プラットフォームの接続,"Windows フィルタリング プラットフォームで、接続が許可されました。

アプリケーション情報:
	プロセス ID:		4
	アプリケーション名:	System

ネットワーク情報:
	方向:		着信
	送信元アドレス:		192.168.16.1
	ソース ポート:		445
	宛先アドレス:	192.168.16.111
	宛先ポート:		52319
	プロトコル:		6

フィルタ情報:
	フィルタの実行時 ID:	0
	レイヤ名:		受信/承諾
	レイヤの実行時 ID:	44"
成功の監査,2019/11/07 15:33:01,Microsoft-Windows-Security-Auditing,5156,フィルタリング プラットフォームの接続,"Windows フィルタリング プラットフォームで、接続が許可されました。

アプリケーション情報:
	プロセス ID:		1432
	アプリケーション名:	\device\harddiskvolume1\windows\system32\dns.exe

ネットワーク情報:
	方向:		着信
	送信元アドレス:		192.168.16.1
	ソース ポート:		53
	宛先アドレス:	192.168.16.111
	宛先ポート:		59934
	プロトコル:		17

フィルタ情報:
	フィルタの実行時 ID:	66276
	レイヤ名:		受信/承諾
	レイヤの実行時 ID:	44"
成功の監査,2019/11/07 15:32:43,Microsoft-Windows-Security-Auditing,5156,フィルタリング プラットフォームの接続,"Windows フィルタリング プラットフォームで、接続が許可されました。

アプリケーション情報:
	プロセス ID:		968
	アプリケーション名:	\device\harddiskvolume1\windows\system32\svchost.exe

ネットワーク情報:
	方向:		送信
	送信元アドレス:		fe80::4888:72d0:4f06:d1a1
	ソース ポート:		546
	宛先アドレス:	ff02::1:2
	宛先ポート:		547
	プロトコル:		17

フィルタ情報:
	フィルタの実行時 ID:	66302
	レイヤ名:		接続
	レイヤの実行時 ID:	50"
成功の監査,2019/11/07 15:32:27,Microsoft-Windows-Security-Auditing,5156,フィルタリング プラットフォームの接続,"Windows フィルタリング プラットフォームで、接続が許可されました。

アプリケーション情報:
	プロセス ID:		1432
	アプリケーション名:	\device\harddiskvolume1\windows\system32\dns.exe

ネットワーク情報:
	方向:		着信
	送信元アドレス:		192.168.16.1
	ソース ポート:		53
	宛先アドレス:	192.168.16.103
	宛先ポート:		51301
	プロトコル:		17

フィルタ情報:
	フィルタの実行時 ID:	66276
	レイヤ名:		受信/承諾
	レイヤの実行時 ID:	44"
成功の監査,2019/11/07 15:32:27,Microsoft-Windows-Security-Auditing,5156,フィルタリング プラットフォームの接続,"Windows フィルタリング プラットフォームで、接続が許可されました。

アプリケーション情報:
	プロセス ID:		1432
	アプリケーション名:	\device\harddiskvolume1\windows\system32\dns.exe

ネットワーク情報:
	方向:		着信
	送信元アドレス:		192.168.16.1
	ソース ポート:		53
	宛先アドレス:	192.168.16.103
	宛先ポート:		63697
	プロトコル:		17

フィルタ情報:
	フィルタの実行時 ID:	66276
	レイヤ名:		受信/承諾
	レイヤの実行時 ID:	44"
成功の監査,2019/11/07 15:32:27,Microsoft-Windows-Security-Auditing,5156,フィルタリング プラットフォームの接続,"Windows フィルタリング プラットフォームで、接続が許可されました。

アプリケーション情報:
	プロセス ID:		1432
	アプリケーション名:	\device\harddiskvolume1\windows\system32\dns.exe

ネットワーク情報:
	方向:		着信
	送信元アドレス:		192.168.16.1
	ソース ポート:		53
	宛先アドレス:	192.168.16.103
	宛先ポート:		58440
	プロトコル:		17

フィルタ情報:
	フィルタの実行時 ID:	66276
	レイヤ名:		受信/承諾
	レイヤの実行時 ID:	44"
成功の監査,2019/11/07 15:32:27,Microsoft-Windows-Security-Auditing,5156,フィルタリング プラットフォームの接続,"Windows フィルタリング プラットフォームで、接続が許可されました。

アプリケーション情報:
	プロセス ID:		1432
	アプリケーション名:	\device\harddiskvolume1\windows\system32\dns.exe

ネットワーク情報:
	方向:		着信
	送信元アドレス:		192.168.16.1
	ソース ポート:		53
	宛先アドレス:	192.168.16.103
	宛先ポート:		64678
	プロトコル:		17

フィルタ情報:
	フィルタの実行時 ID:	66276
	レイヤ名:		受信/承諾
	レイヤの実行時 ID:	44"
成功の監査,2019/11/07 15:32:27,Microsoft-Windows-Security-Auditing,5156,フィルタリング プラットフォームの接続,"Windows フィルタリング プラットフォームで、接続が許可されました。

アプリケーション情報:
	プロセス ID:		1432
	アプリケーション名:	\device\harddiskvolume1\windows\system32\dns.exe

ネットワーク情報:
	方向:		着信
	送信元アドレス:		192.168.16.1
	ソース ポート:		53
	宛先アドレス:	192.168.16.103
	宛先ポート:		55514
	プロトコル:		17

フィルタ情報:
	フィルタの実行時 ID:	66276
	レイヤ名:		受信/承諾
	レイヤの実行時 ID:	44"
成功の監査,2019/11/07 15:32:11,Microsoft-Windows-Security-Auditing,5156,フィルタリング プラットフォームの接続,"Windows フィルタリング プラットフォームで、接続が許可されました。

アプリケーション情報:
	プロセス ID:		968
	アプリケーション名:	\device\harddiskvolume1\windows\system32\svchost.exe

ネットワーク情報:
	方向:		送信
	送信元アドレス:		fe80::4888:72d0:4f06:d1a1
	ソース ポート:		546
	宛先アドレス:	ff02::1:2
	宛先ポート:		547
	プロトコル:		17

フィルタ情報:
	フィルタの実行時 ID:	66302
	レイヤ名:		接続
	レイヤの実行時 ID:	50"
成功の監査,2019/11/07 15:32:11,Microsoft-Windows-Security-Auditing,4634,ログオフ,"アカウントがログオフしました。

サブジェクト:
	セキュリティ ID:		EXAMPLE\WIN7_64JP_01$
	アカウント名:		WIN7_64JP_01$
	アカウント ドメイン:		EXAMPLE
	ログオン ID:		0x6c701

ログオン タイプ:			3

このイベントは、ログオン セッションが破棄された場合に生成されます。これは、ログオン ID の値を使用して、ログオン イベントに関連付けられる場合があります。ログオン ID は、同一コンピュータが次に再起動するまでの間のみ一意です。"
成功の監査,2019/11/07 15:32:10,Microsoft-Windows-Security-Auditing,4634,ログオフ,"アカウントがログオフしました。

サブジェクト:
	セキュリティ ID:		EXAMPLE\WIN7_64JP_06$
	アカウント名:		WIN7_64JP_06$
	アカウント ドメイン:		EXAMPLE
	ログオン ID:		0x6c6f4

ログオン タイプ:			3

このイベントは、ログオン セッションが破棄された場合に生成されます。これは、ログオン ID の値を使用して、ログオン イベントに関連付けられる場合があります。ログオン ID は、同一コンピュータが次に再起動するまでの間のみ一意です。"
成功の監査,2019/11/07 15:31:57,Microsoft-Windows-Security-Auditing,5140,ファイルの共有,"ネットワーク共有オブジェクトにアクセスしました。
	
サブジェクト:
	セキュリティ ID:		EXAMPLE\WIN7_64JP_01$
	アカウント名:		WIN7_64JP_01$
	アカウント ドメイン:		EXAMPLE
	ログオン ID:		0x6c701

ネットワーク情報:	
	送信元アドレス:		192.168.16.101
	ソース ポート:		49720
	
共有名:			\\*\IPC$"
成功の監査,2019/11/07 15:31:57,Microsoft-Windows-Security-Auditing,4624,ログオン,"アカウントが正常にログオンしました。

サブジェクト:
	セキュリティ ID:		NULL SID
	アカウント名:		-
	アカウント ドメイン:		-
	ログオン ID:		0x0

ログオン タイプ:			3

新しいログオン:
	セキュリティ ID:		EXAMPLE\WIN7_64JP_01$
	アカウント名:		WIN7_64JP_01$
	アカウント ドメイン:		EXAMPLE
	ログオン ID:		0x6c701
	ログオン GUID:		{01534C13-14EA-6F14-E1FB-8AE07A1E0A7D}

プロセス情報:
	プロセス ID:		0x0
	プロセス名:		-

ネットワーク情報:
	ワークステーション名:	
	ソース ネットワーク アドレス:	192.168.16.101
	ソース ポート:		49720

詳細な認証情報:
	ログオン プロセス:		Kerberos
	認証パッケージ:	Kerberos
	移行されたサービス:	-
	パッケージ名 (NTLM のみ):	-
	キーの長さ:		0

このイベントは、ログオン セッションの作成時に生成されます。このイベントは、アクセス先のコンピュータで生成されます。

サブジェクトのフィールドは、ログオンを要求したローカル システム上のアカウントを示します。これはサーバー サービスなどのサービスまたは Winlogon.exe や Services.exe などのローカル プロセスであることが最も一般的です。

ログオン タイプのフィールドは、発生したログオンの種類を示します。最も一般的なタイプは、2 (対話型) と 3 (ネットワーク) です。

新しいログオンのフィールドは、新しいログオンを作成するアカウント、つまりログオン先のアカウントを示します。

ネットワークのフィールドは、リモート ログオン要求の送信元を示します。ワークステーション名は常に表示されるとは限らず、場合によっては空白のままであることがあります。

認証情報のフィールドは、この特定のログオン要求に関する詳細情報を示します。
	- ログオン GUID は、このイベントを KDC イベントに関連付ける場合に使用できる一意の識別子です。
	- 移行されたサービスは、このログオン要求に関与した中間サービスを示します。
	- パッケージ名は、NTLM プロトコルのうち使用されたサブプロトコルを示します。
	- キーの長さは、生成されたセッション キーの長さを示します。これは、セッション キーが要求されなかった場合は 0 になります。"
